number;name;address;position;banking;bonus;status;contract_name;bike_stands;available_bike_stands;available_bikes;last_update
18028;18028 - VAUVENARGUES;195 RUE CHAMPIONNET - 75018 PARIS;48.8940572513, 2.33219933598;True;False;OPEN;Paris;33;31;1;2017-12-04T12:56:33+01:00
8020;08020 - METRO ROME;74 BOULEVARD DES BATIGNOLLES - 75008 PARIS;48.8821489456, 2.31986005477;True;True;OPEN;Paris;44;24;20;2017-12-04T13:00:04+01:00
33006;33006 - KARMAN (AUBERVILLIERS);FACE 143 RUE ANDRE KARMAN - 93300 AUBERVILLIERS;48.910143671, 2.38505201824;True;False;OPEN;Paris;29;21;5;2017-12-04T13:00:12+01:00
901;00901 -PORT SOLFERINO (STATION MOBILE);BERGES DE SEINE, SOUS LA PASSERELLE SENGHOR AU PORT DE SOLFERINO - 75007 PARIS;48.86138, 2.32442;True;False;OPEN;Paris;20;13;7;2017-12-04T13:00:02+01:00
6015;06015 - MAZET SAINT ANDRE DES ARTS;10 RUE ANDRE MAZET - 75006 PARIS;48.8537510735, 2.3391137229;True;False;OPEN;Paris;54;0;54;2017-12-04T13:00:17+01:00
43006;43006 - MINIMES (VINCENNES);30 AVENUE DES MINIMES - 94300 VINCENNES;48.8414868563, 2.43079345113;True;False;OPEN;Paris;28;1;26;2017-12-04T13:00:09+01:00
18030;18030 - SIMPLON;1 RUE JOSEPH DIJON - 75018 PARIS;48.8937342775, 2.3475179666;True;False;OPEN;Paris;38;36;2;2017-12-04T12:59:56+01:00
8105;08105 - FRANCOIS 1ER LINCOLN;56 RUE FRANCOIS 1ER - 75008 PARIS;48.8695179793, 2.30242621884;True;False;OPEN;Paris;31;7;24;2017-12-04T12:59:46+01:00
18022;18022 - BARBES MARCADET;57 RUE MARCADET - 75018 PARIS;48.890451121, 2.34905739297;True;False;OPEN;Paris;47;43;4;2017-12-04T13:00:06+01:00
9104;9104 - CAUMARTIN PROVENCE;52 RUE DE CAUMARTIN - 75009 PARIS;48.874505246, 2.32847426087;True;False;OPEN;Paris;23;7;16;2017-12-04T13:00:27+01:00
42503;42503 - LENINE (ARCUEIL/GENTILLY);71 AVENUE VLADIMIR LITCH LENINE - 94110 ARCUEIL;48.8127462, 2.3316847;True;False;OPEN;Paris;30;30;0;2017-12-04T13:00:18+01:00
12041;12041 - BOIS DE VINCENNES;AVENUE DAUMESNIL - 75012 PARIS;48.8336548528, 2.41346357649;True;False;OPEN;Paris;58;51;7;2017-12-04T12:59:49+01:00
15103;15103 - SQUARE DES CÉVENNES;01 RUE CAUCHY - 75015 PARIS;48.8434172324, 2.27510833206;True;False;OPEN;Paris;49;40;9;2017-12-04T13:00:19+01:00
20025;20025 - GAMBETTA GATINES;13 RUE DES GATINES - 75020 PARIS;48.8653941647, 2.39781447531;True;True;OPEN;Paris;24;19;5;2017-12-04T13:00:21+01:00
16010;16010 - BELLES FEUILLES;4 RUE DES BELLES FEUILLES - 75016 PARIS;48.8658554964, 2.28285990898;True;True;OPEN;Paris;23;18;5;2017-12-04T13:00:16+01:00
9030;09030 - VICTOIR CHAUSSEE D ANTIN;79 RUE DE LA VICTOIRE - 75009 PARIS;48.8751858642, 2.33203631337;True;False;OPEN;Paris;44;3;41;2017-12-04T13:00:26+01:00
18107;18107 - CHARTRES;22-24 RUE DE CHARTRES - 75018 PARIS;48.884706864, 2.35358041023;True;False;OPEN;Paris;33;28;1;2017-12-04T13:00:03+01:00
35012;35012 - CANDALE (PANTIN);FACE AU 12 RUE CANDALE - 93500 PANTIN;48.8894858402, 2.41430751511;True;False;OPEN;Paris;25;14;3;2017-12-04T13:00:25+01:00
16033;16033 - MICHEL ANGE AUTEUIL;85 RUE JEAN DE LA FONTAINE - 75016 PARIS;48.8484276137, 2.26525382116;True;False;OPEN;Paris;31;26;5;2017-12-04T13:00:34+01:00
21003;21003 - JAURES 1 (BOULOGNE-BILLANCOURT);2 BOULEVARD JEAN JAURES -  92100 BOULOGNE-BILLANCOURT;48.8456381388, 2.23701147134;True;False;OPEN;Paris;23;21;2;2017-12-04T12:59:42+01:00
9010;09010 - CADET;1/3 RUE DE ROCHECHOUART - 75009 PARIS;48.8767198951, 2.34439302185;True;False;OPEN;Paris;23;17;6;2017-12-04T13:00:10+01:00
13118;13118 - PATAY REGNAULT;36-38 RUE REGNAULT - 75013 PARIS;48.8243428569, 2.37606009169;True;False;OPEN;Paris;63;2;53;2017-12-04T13:00:17+01:00
8005;08005 - MADELEINE;04 PLACE DE LA MADELEINE - 75008 PARIS;48.8690900883, 2.3244296305;True;False;OPEN;Paris;37;15;22;2017-12-04T13:00:17+01:00
34011;34011 - DHALENNE (SAINT OUEN);FACE AU 61 RUE ALBERT DHALENNE - 93400 SAINT OUEN;48.9141883124, 2.33208283587;True;False;CLOSED;Paris;23;0;0;2017-12-04T12:59:52+01:00
21005;21005 - MORIZET (BOULOGNE-BILLANCOURT);20 AVENUE ANDRE MORIZET - 92100 BOULOGNE-BILLANCOURT;48.8349539797, 2.2416882471;True;False;OPEN;Paris;25;2;23;2017-12-04T12:59:44+01:00
10023;10023 - VERDUN;1 AVENUE DE VERDUN - 75010 PARIS;48.8761560543, 2.36091490832;True;False;OPEN;Paris;14;7;6;2017-12-04T13:00:27+01:00
12035;12035 - MADAGASCAR;4 RUE DE MADAGASCAR - 75012 PARIS;48.8347058597, 2.39711155265;True;False;OPEN;Paris;33;18;15;2017-12-04T13:00:17+01:00
15106;15106 - GRENELLE VIOLET (PROP3);BOULEVARD DE GRENELLE - 75015 PARIS;48.8499211019, 2.29466057588;True;False;OPEN;Paris;67;49;17;2017-12-04T13:00:36+01:00
21208;21208 - CARVES (MONTROUGE);67 RUE CARVES ANGLE AVENUE HENRI GINOUX - 92120 MONTROUGE;48.8130809114, 2.31978793669;True;False;OPEN;Paris;30;29;0;2017-12-04T13:00:04+01:00
31009;31009 - DE GAULLE (MONTREUIL);13/15 PLACE DU GENERAL DE GAULLE - 93100 MONTREUIL;48.8688123639, 2.43297479522;True;True;CLOSED;Paris;26;0;0;2017-12-04T13:00:18+01:00
31005;31005 - PARIS 2  (MONTREUIL);127/129 RUE DE PARIS - 93100 MONTREUIL;48.8562845162, 2.42643449061;True;False;OPEN;Paris;44;34;10;2017-12-04T12:59:54+01:00
16039;16039 - VERSAILLES EXELMANS;27 BOULEVARD EXELMANS - 75016 PARIS;48.8409629526, 2.26439411808;True;False;OPEN;Paris;46;16;30;2017-12-04T13:00:18+01:00
17010;17010 - JONCQUIERE;90 RUE DE LA JONQUIERE - 75017 PARIS;48.8947686247, 2.31888535397;True;False;OPEN;Paris;35;25;7;2017-12-04T13:00:25+01:00
18103;18103 - CHARLES HERMITE;45 RUE CHARLES HERMITE - 75018 PARIS;48.8989027534, 2.36473249417;True;False;CLOSED;Paris;23;0;0;2017-12-04T13:00:30+01:00
20038;20038 - LEON FRAPIE;6 RUE LEON FRAPIE - 75020 PARIS;48.8735490351, 2.41100303588;True;True;OPEN;Paris;19;12;7;2017-12-04T13:00:11+01:00
8053;08053 - FRIEDLAND;PLACE GEORGES GUILLAUMIN - 75008 PARIS;48.874750204, 2.30177143533;True;False;OPEN;Paris;38;15;23;2017-12-04T12:59:54+01:00
13117;13117 - STADE GEORGES CARPENTIER;95-97 BOULEVARD MASSENA - 75013 PARIS;48.820495188, 2.36681968214;True;True;OPEN;Paris;67;64;3;2017-12-04T13:00:06+01:00
42701;42701 - GIDE (LE KREMLIN BICETRE);FACE 50 AVENUE CHARLES GIDE - 94270 LE KREMELIN BICETRE;48.8072111233, 2.35385267287;True;True;OPEN;Paris;30;28;2;2017-12-04T13:00:05+01:00
16001;16001 - AVENUE DES PORTUGAIS;2 AVENUE DES PORTUGAIS - 75016 PARIS;48.8712137122, 2.29369213365;True;True;OPEN;Paris;26;1;24;2017-12-04T13:00:33+01:00
42502;42502 - RASPAIL 2 (GENTILLY);FACE AU 79 AVENUE RASPAIL- 94250 GENTILLY;48.8131276479, 2.34679437435;True;False;OPEN;Paris;30;20;7;2017-12-04T13:00:27+01:00
9102;09102 - PLACE D'ESTIENNE D'ORVES;2 RUE DE LONDRES - 75009 PARIS;48.8767324989, 2.33048422585;True;False;OPEN;Paris;24;11;13;2017-12-04T13:00:13+01:00
1024;01024 - LOUVRE COQ HERON;20 RUE COQUILLIERE - 75001 PARIS;48.863772832, 2.34270756198;True;False;OPEN;Paris;20;1;18;2017-12-04T13:00:02+01:00
1014;01014 - RIVOLI MUSEE DU LOUVRE;5 RUE DE L'ECHELLE - 75001 PARIS;48.8636722554, 2.33405760805;True;False;OPEN;Paris;25;0;25;2017-12-04T12:59:44+01:00
32601;32601 - PARIS (LES LILAS);46 RUE DE PARIS - 93260 LES LILAS;48.8785903488, 2.41189997789;True;True;OPEN;Paris;43;43;0;2017-12-04T13:00:23+01:00
41101;41101 - DOUMER (ARCUEIL);FACE AU 11 AVENUE PAUL DOUMER - 94110 ARCUEIL;48.8063800103, 2.33671040255;True;True;OPEN;Paris;25;4;19;2017-12-04T13:00:10+01:00
11034;11034 - PARMENTIER FONTAINE AU ROI;124 AVENUE PARMENTIER - 75011 PARIS;48.8678767055, 2.37270597867;True;False;OPEN;Paris;47;43;4;2017-12-04T13:00:01+01:00
34008;34008 - GARIBALDI (SAINT OUEN);FACE AU 4 AVENUE GARIBALDI / AVENUE GABRIEL PERI - 93400 SAINT OUEN;48.9057350761, 2.33149745979;True;False;OPEN;Paris;25;23;1;2017-12-04T13:00:21+01:00
17036;17036 - AVENUE DE TERNES;2-4 PLACE TRISTAN BERNARD - 75017 PARIS;48.8794928867, 2.29149818491;True;False;OPEN;Paris;27;4;23;2017-12-04T12:59:47+01:00
2014;02014 - SAINT AUGUSTIN;1  3 RUE DAUNOU - 75002 PARIS;48.8691131526, 2.33251510527;True;False;OPEN;Paris;16;3;13;2017-12-04T13:00:28+01:00
16036;16036 - PORTE MOLITOR;PLACE DE LA PORTE MOLITOR - 75016 PARIS;48.8452443139, 2.2569395374;True;False;OPEN;Paris;60;45;14;2017-12-04T13:00:13+01:00
7007;07007 - MUSÉE D'ORSAY;62 RUE DE LILLE - 75007 PARIS;48.8597101044, 2.32580902463;True;False;OPEN;Paris;65;26;39;2017-12-04T12:58:20+01:00
15054;15054 - CHANDON;293 RUE LECOURBE - 75015 PARIS;48.837970342, 2.28758230704;True;False;OPEN;Paris;19;12;7;2017-12-04T12:58:04+01:00
42006;42006 - BROSSOLETTE (IVRY);23 RUE PIERRE BROSSOLETTE - 94200 IVRY;48.8169297206, 2.38146031918;True;False;OPEN;Paris;20;16;4;2017-12-04T12:58:21+01:00
21013;21013 - GRENIER (BOULOGNE-BILLANCOURT);4 AVENUE PIERRE GRENIER - 92100 BOULOGNE-BILLANCOURT;48.8258469347, 2.24882139109;True;False;OPEN;Paris;21;13;8;2017-12-04T12:57:55+01:00
8549;08549 - PLACE DUNANT;39 AVENUE GEORGE V - 75008 PARIS;48.8704091351, 2.30112319174;False;False;OPEN;Paris;24;3;21;2017-12-04T12:57:45+01:00
21501;21501 - SELLIER (SURESNES);RUE DE SAINT CLOUD / BOULEVARD HENRI SELLIER - 92150 SURESNES;48.8675658061, 2.22599848496;True;False;OPEN;Paris;51;44;7;2017-12-04T12:57:51+01:00
9002;09002 - MAUBEUGE CONDORCET;19 RUE D'ABBEVILLE - 75009 PARIS;48.8792233706, 2.34914749354;True;False;OPEN;Paris;15;11;4;2017-12-04T12:58:08+01:00
19035;19035 - PORTE CHAUMONT;RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS;48.8857332999, 2.39784641538;True;False;OPEN;Paris;21;10;4;2017-12-04T12:58:21+01:00
23010;23010 - VOLTAIRE (LEVALLOIS);47 RUE VOLTAIRE - 92300 LEVALLOIS-PERRET;48.891962329, 2.28420499011;True;False;OPEN;Paris;25;1;23;2017-12-04T12:57:52+01:00
14035;14035 - MAINE GAITE;90 AVENUE DU MAINE - 75014 PARIS;48.8378836278, 2.32255164002;True;True;OPEN;Paris;48;46;2;2017-12-04T12:58:35+01:00
10152;10152 - GARE DU NORD 2;3 BOULEVARD DE DENAIN - 75010 PARIS;48.8790493108, 2.35415909596;True;False;OPEN;Paris;25;21;0;2017-12-04T12:57:47+01:00
7021;07021 - BOSQUET SAINT DOMINIQUE;37 AVENUE BOSQUET - 75007 PARIS;48.8586517095, 2.30371658023;True;False;OPEN;Paris;50;45;5;2017-12-04T12:58:34+01:00
16005;16005 - POINCARE VICTOR HUGO;89 AVENUE RAYMOND POINCARE - 75016 PARIS;48.8703061244, 2.28507454142;True;False;OPEN;Paris;25;11;14;2017-12-04T12:58:09+01:00
16101;16101 - MALAKOFF;161 AVENUE MALAKOFF - 75016 PARIS;48.8766926874, 2.28345759338;True;False;OPEN;Paris;34;0;34;2017-12-04T12:57:38+01:00
9033;09033 - HAVRE CAUMARTIN;FACE 45 RUE CAUMARTIN - 75009 PARIS;48.8727950199, 2.32831574262;True;False;OPEN;Paris;51;9;42;2017-12-04T12:57:54+01:00
13034;13034 - EDISON;54 AVENUE EDISON - 75013 PARIS;48.8290266697, 2.36106902409;True;False;OPEN;Paris;18;15;2;2017-12-04T12:58:16+01:00
1002;01002 - PLACE DU CHATELET;14 AVENUE VICTORIA - 75001 PARIS;48.857940093, 2.34701005811;True;False;OPEN;Paris;21;1;17;2017-12-04T12:58:32+01:00
18024;18024 - CLIGNANCOURT MARCADET;105 RUE DE CLIGNANCOURT - 75018 PARIS;48.8914577262, 2.34863647806;True;False;OPEN;Paris;39;36;3;2017-12-04T12:57:45+01:00
14023;14023 - MALAKOFF PINARD;76-78 BOULEVARD ADOLPHE PINARD - 75014 PARIS;48.8236534803, 2.30776682559;True;False;OPEN;Paris;47;29;8;2017-12-04T12:58:21+01:00
15048;15048 - OLIVIER DE SERRE;PLACE AMEDEE GIORDANI - 75015 PARIS;48.8305456694, 2.2920463967;True;False;OPEN;Paris;22;16;6;2017-12-04T12:58:25+01:00
23006;23006 - GUESDE (LEVALLOIS);8 RUE JULES GUESDE - 92300 LEVALLOIS-PERRET;48.8908603229, 2.29500037014;True;False;OPEN;Paris;25;6;16;2017-12-04T12:57:56+01:00
8056;08056 - WAGRAM;21 RUE BEAUJON - 75008 PARIS;48.8753776475, 2.29655534248;True;False;OPEN;Paris;11;9;2;2017-12-04T12:58:02+01:00
13051;13051 -COUR FREYSSINET 2 - CHEVALERET;55 BD VINCENT AURIOL - 75013 PARIS;48.83298, 2.371373;True;False;OPEN;Paris;23;1;22;2017-12-04T12:57:44+01:00
23007;23007 - WILSON (LEVALLOIS);22 RUE DU PRESIDENT WILSON - 92300 LEVALLOIS-PERRET;48.8903802654, 2.29216048217;True;False;OPEN;Paris;25;0;23;2017-12-04T12:58:25+01:00
16026;16026 - RANELAGH;91 RUE DU RANELAGH - 75016 PARIS;48.8554848837, 2.2704086574;True;False;OPEN;Paris;23;22;0;2017-12-04T12:58:14+01:00
13123;13123 - BNF - QUAI FRANÇOIS MAURIAC;51/57 QUAI FRANCOIS MAURIAC - 75013 PARIS;48.8348392381, 2.37633056939;True;False;OPEN;Paris;42;25;15;2017-12-04T12:57:56+01:00
13039;13039 - IVRY POINTE D'IVRY;42 - 44 AVENUE D'IVRY - 75013 PARIS;48.8232196832, 2.36546962811;True;False;OPEN;Paris;17;12;5;2017-12-04T12:58:29+01:00
32001;32001 - PROUDHON (SAINT DENIS);AVENUE PRESIDENT WILSON / RUE PROUDHON - 93200 SAINT DENIS;48.9064693732, 2.35844205395;True;False;OPEN;Paris;33;15;18;2017-12-04T12:57:38+01:00
2006;02006 - PLACE DES VICTOIRES;2 RUE D'ABOUKIR - 75002 PARIS;48.8660026326, 2.34192041196;True;False;OPEN;Paris;24;0;24;2017-12-04T12:58:06+01:00
8050;08050 - BOETIE PONTHIEU;116 RUE DE LA BOETIE - 75008 PARIS;48.8715127415, 2.30748756442;True;False;OPEN;Paris;45;1;44;2017-12-04T12:58:27+01:00
20108;20108 - HOSPICE DEBROUSSE;142 RUE DE BAGNOLET - 75020 PARIS;48.8615729588, 2.40568863716;True;True;OPEN;Paris;22;15;7;2017-12-04T12:58:21+01:00
18102;18102 - RUE DE LA CHAPELLE;69 BIS RUE DE LA CHAPELLE - 75018 PARIS;48.8964828319, 2.35884552523;True;False;OPEN;Paris;33;12;18;2017-12-04T12:57:57+01:00
21301;21301 - SAINT VINCENT (ISSY LES MOULINEAUX);21 RUE COURS SAINT VINCENT 92130 ISSY LES MOULINEAUX;48.8194899939, 2.25386941996;True;False;OPEN;Paris;34;24;9;2017-12-04T12:57:44+01:00
15017;15017 - PROCESSION;7 PLACE FALGUIERE - 75015 PARIS;48.8363338618, 2.31046623803;True;False;OPEN;Paris;21;19;2;2017-12-04T12:58:28+01:00
2108;02108 - VIVIENNE;42 RUE VIVIENNE - 75002 PARIS;48.8712422742, 2.34139499926;True;False;OPEN;Paris;38;6;31;2017-12-04T12:58:11+01:00
11028;11028 - BLUETS REPUBLIQUE;FACE 20 RUE GUILLAUME BERTRAND - 75011 PARIS;48.8638251743, 2.38090637715;True;False;OPEN;Paris;36;34;2;2017-12-04T12:58:11+01:00
41202;41202 - CHARMES (FONTENAY SOUS BOIS);ANGLE AVENUE DES CHARMES / AVENUE FOCH - 94120 FONTENAY SOUS BOIS;48.8436743414, 2.46308263962;True;False;OPEN;Paris;65;62;2;2017-12-04T12:57:39+01:00
7020;07020 - CLER;FACE 3 RUE DU CHAMP DE MARS - 75007 PARIS;48.8566411001, 2.30659853411;True;False;OPEN;Paris;57;52;5;2017-12-04T12:58:25+01:00
11038;11038 - TEMPLE REPUBLIQUE;44 BD DU TEMPLE - 75011 PARIS;48.8657450771, 2.36531295078;True;False;OPEN;Paris;45;25;19;2017-12-04T12:59:25+01:00
10040;10040 - BELLEVILLE;8 BOULEVARD DE LA VILETTE - 75010 PARIS;48.8727781565, 2.37634839465;True;False;OPEN;Paris;32;28;3;2017-12-04T12:59:11+01:00
15105;15105 - SUFFREN FÉDÉRATION;84 RUE DE LA FEDERATION - 75015 PARIS;48.8527667435, 2.29787643147;True;False;OPEN;Paris;24;17;7;2017-12-04T12:59:22+01:00
32008;32008 - EMGP-GARDINOUX (AUBERVILLIERS/ST-DENIS);204 RUE DES FILLETTES - 93300 AUBERVILLIERS;48.906023, 2.366039;True;False;OPEN;Paris;35;19;15;2017-12-04T12:59:07+01:00
8055;08055 - TERNES COURCELLES;87 BD COURCELLES - 75008 PARIS;48.8781888764, 2.29929600386;True;False;OPEN;Paris;29;10;19;2017-12-04T12:59:33+01:00
43001;43001 - PARIS 1 (VINCENNES);168 AVENUE DE PARIS - 94300 VINCENNES;48.8463380539, 2.42024734047;True;False;OPEN;Paris;22;1;21;2017-12-04T12:58:42+01:00
18005;18005 - TARDIEU;8 RUE TARDIEU - 75018 PARIS;48.8841632665, 2.34187980231;True;True;OPEN;Paris;17;17;0;2017-12-04T12:58:36+01:00
15033;15033 - VIOLET;5 PLACE VIOLET - 75015 PARIS;48.8447903903, 2.29054156015;True;False;OPEN;Paris;48;45;3;2017-12-04T12:58:39+01:00
19106;19106 - GARE EMGP;35, rue de la Gare - 75019 PARIS;48.90162, 2.37267;True;False;OPEN;Paris;30;8;22;2017-12-04T12:58:46+01:00
19123;19123 - QUAI DE METZ;7 QUAI DE METZ - 75019 PARIS;48.89106, 2.3865;True;False;OPEN;Paris;33;19;10;2017-12-04T12:59:29+01:00
22101;22101 - GARE ROUTIERE ( SAINT CLOUD);GARE ROUTIERE - ARRET TRAM - 92210 SAINT CLOUD;48.843126206, 2.22218923568;True;False;OPEN;Paris;50;22;28;2017-12-04T12:59:23+01:00
41302;41302 - CHARLES DE GAULLE (NOGENT);FACE AU 60 AVENUE CHARLES DE GAULLES - 94130 NOGENT SUR MARNE;48.8364811292, 2.47946426871;True;False;OPEN;Paris;50;17;33;2017-12-04T12:59:29+01:00
8012;08012 - CLICHY;10 BOULEVARD DES BATIGNOLLES SUR TPC - 75008 PARIS;48.8833180444, 2.32620717539;True;False;OPEN;Paris;47;44;3;2017-12-04T12:59:07+01:00
20036;20036 - MENILMONTANT - PELLEPORT;164 RUE DE MENILMONTANT - 75020 PARIS;48.8706826338, 2.39895960233;True;True;OPEN;Paris;19;18;1;2017-12-04T12:58:46+01:00
35009;35009 - LOLIVE 1 (PANTIN);104 AVENUE LOLIVE - 93500 PANTIN;48.8921394093, 2.4091077377;True;False;OPEN;Paris;22;21;1;2017-12-04T12:59:03+01:00
16002;16002 - PERGOLESE;FACE 25 RUE PERGOLESE - 75016 PARIS;48.8751849611, 2.28421943206;True;False;OPEN;Paris;38;27;11;2017-12-04T12:59:31+01:00
5032;05032 - PANTHEON CARMES;2 RUE VALETTE - 75005 PARIS;48.8469867528, 2.34649965376;True;True;OPEN;Paris;37;2;35;2017-12-04T12:59:17+01:00
22010;22010 - DE GAULLE 4 (NEUILLY);72 AVENUE CHARLES DE GAULLE - 92200 NEUILLY SUR SEINE;48.881674446, 2.27117749892;True;False;OPEN;Paris;27;16;11;2017-12-04T12:59:01+01:00
15104;15104 - HÔPITAL GEORGES POMPIDOU (PROP 2);FACE 66 - 70 RUE LEBLANC - 75015 PARIS;48.8376790033, 2.27573060931;True;False;OPEN;Paris;65;45;20;2017-12-04T12:59:08+01:00
16020;16020 - PORTE DE PASSY;1 PLACE DE LA PORTE DE PASSY - 75016 PARIS;48.857382128, 2.26427707208;True;False;OPEN;Paris;35;22;1;2017-12-04T12:59:08+01:00
7019;07019 - ECOLE MILITAIRE;85 AVENUE BOSQUET - 75007 PARIS;48.854951168, 2.3054786342;True;False;OPEN;Paris;47;44;3;2017-12-04T12:58:52+01:00
41102;41102 - RENAN (ARCUEIL);rue Ernest Renan / angle rue Vaucouleurs (A la sortie du RER B) - 94110 ARCUEIL;48.808800395, 2.33468965466;True;True;OPEN;Paris;43;39;4;2017-12-04T12:58:38+01:00
8051;08051 - CHAPTAL;45 BD BATIGNOLLES - 75008 PARIS;48.881914, 2.320284;True;False;OPEN;Paris;14;11;3;2017-12-04T12:59:12+01:00
21002;21002 - DENFERT ROCHEREAU (BOULOGNE-BILLANCOURT);PLACE DENFERT ROCHEREAU - 92100 BOULOGNE BILLANCOURT;48.8431766559, 2.24621423158;True;False;OPEN;Paris;20;12;8;2017-12-04T12:58:58+01:00
41604;41604 - LAGNY (SAINT MANDE);126 RUE LAGNY / ANGLE AVENUE JOFFRE - 94160 SAINT MANDE;48.8493118268, 2.41790976904;True;False;OPEN;Paris;30;17;13;2017-12-04T12:58:56+01:00
18021;18021 - MARCADET - RAMEY;98 RUE MARCADET - 75018 PARIS;48.890922383, 2.34498648211;True;True;OPEN;Paris;20;16;2;2017-12-04T12:59:00+01:00
21006;21006 - PARIS (BOULOGNE-BILLANCOURT);162 RUE DE PARIS - 92100 BOULOGNE-BILLANCOURT;48.8415970289, 2.23349677554;True;False;OPEN;Paris;26;10;16;2017-12-04T12:58:58+01:00
14024;14024 - RAYMOND LOSSERAND;RUE VERCINGETORIX - 75014 PARIS;48.8279894874, 2.30567210646;True;False;OPEN;Paris;24;19;4;2017-12-04T12:58:49+01:00
22407;22407 - BARBUSSE (MALAKOFF);ROND POINT HENRI BARBUSSE - 92240 MALAKOFF;48.8146796589, 2.28740045741;True;True;OPEN;Paris;25;22;1;2017-12-04T12:58:37+01:00
21701;21701 - LARMEROUX (VANVES);12 rue Larmeroux 92170 Vanves;48.8169399113, 2.28098948048;True;True;OPEN;Paris;28;25;2;2017-12-04T12:58:57+01:00
1023;01023 - ANDRE MALRAUX MUSEE DU LOUVRE;165 RUE SAINT HONORE - 75001 PARIS;48.86349702, 2.33484632755;True;False;OPEN;Paris;22;0;22;2017-12-04T12:59:33+01:00
15102;15102 - SQUARE BELA BARTOK;QUAI DE GRENELLE - 75015 PARIS;48.8511672407, 2.28460760757;True;False;OPEN;Paris;23;21;2;2017-12-04T12:59:10+01:00
11041;11041 - SAINT AMBROISE;2 RUE LACHARRIERE - 75011 PARIS;48.8608207061, 2.37563652587;True;False;OPEN;Paris;37;31;6;2017-12-04T12:59:03+01:00
16115;16115 - RAFFET;52 RUE RAFFET - 75016 PARIS;48.8526188461, 2.2629300391;True;False;OPEN;Paris;41;19;15;2017-12-04T12:59:17+01:00
22005;22005 - DE GAULLE 3 (NEUILLY);195 AVENUE CHARLES DE GAULLE - 92200 NEUILLY;48.8842989294, 2.2609917721;True;False;OPEN;Paris;22;12;10;2017-12-04T12:57:32+01:00
15049;15049 - PORTE DE VERSAILLES;2 AVENUE ERNEST RENAN - 75015 PARIS;48.8321794443, 2.28712226198;True;False;OPEN;Paris;23;15;8;2017-12-04T12:57:24+01:00
18027;18027 - DAMREMONT ORDENER;102 RUE DAMREMONT - 75018 PARIS;48.893400393, 2.33626652391;True;False;OPEN;Paris;28;22;0;2017-12-04T12:56:47+01:00
11017;11017 - ALEXANDRE DUMAS;FACE 77 BOULEVARD DE CHARONNE - 75011 PARIS;48.8541760404, 2.39609349532;True;False;OPEN;Paris;46;46;0;2017-12-04T12:57:24+01:00
3007;03007 - ARCHIVES PASTOURELLE;67 RUE DES ARCHIVES - 75003 PARIS;48.8624012119, 2.35944703195;True;False;OPEN;Paris;28;7;20;2017-12-04T12:57:24+01:00
905;00905 - CONCORDE/BERGES DE SEINE (STATION MOBILE);BERGES DE SEINE, BAS DE LA BRETELLE AVAL CONCORDE - 75007 PARIS;48.863147, 2.316318;True;False;OPEN;Paris;20;10;10;2017-12-04T12:57:06+01:00
4103;04103 - HOTEL DE VILLE;1 RUE DES ARCHIVES - 75004 PARIS;48.8572037877, 2.35397627362;True;False;OPEN;Paris;25;21;4;2017-12-04T12:57:09+01:00
20018;20018 - HARPIGNIES;2 RUE HARPIGNIES- 75020 PARIS;48.8586216694, 2.40994255388;True;False;OPEN;Paris;36;20;15;2017-12-04T12:57:03+01:00
20019;20019 - MAQUIS DU VERCORS - PORTE DES LILAS;PLACE DU MARQUIS DU VERCORS - 75020 PARIS;48.877336, 2.408573;True;True;OPEN;Paris;30;30;0;2017-12-04T12:57:21+01:00
20035;20035 - PYRENEES;262 RUE DES PYRENEES - 75020 PARIS;48.8694128912, 2.39503998122;True;True;OPEN;Paris;26;24;0;2017-12-04T12:56:54+01:00
16130;16130 - BOIS DE BOULOGNE / PORTE DE LA MUETTE 2;AVENUE LOUIS BARTHOU / PLACE DE LA COLOMBIE - 75016 PARIS;48.863757931, 2.26750468357;True;False;OPEN;Paris;33;19;14;2017-12-04T12:56:48+01:00
18006;18006 - MARCHE ST-PIERRE;PLACE SAINT PIERRE - 75018 PARIS;48.8846916064, 2.34413928595;True;True;OPEN;Paris;33;24;1;2017-12-04T12:57:07+01:00
14037;14037 - JEAN MOULIN;56 AVENUE JEAN MOULIN - 75014 PARIS;48.825709817, 2.32184998734;True;False;OPEN;Paris;33;33;0;2017-12-04T12:56:52+01:00
12042;12042 - MONTEMPOIVRE;36-38 boulevard Soult - 75012 PARIS;48.8403981722, 2.40922942058;True;False;OPEN;Paris;42;22;20;2017-12-04T12:57:15+01:00
18032;18032 - PORTE DE CLIGNANCOURT;FACE 59 RUE BELLIARD - 75018 PARIS;48.8974884597, 2.34399649934;True;False;OPEN;Paris;32;24;7;2017-12-04T12:56:39+01:00
20028;20028 - GAMBETTA MARTIN NADAUD;FACE 2 RUE ORFILA - 75020 PARIS;48.8651864128, 2.39446858114;True;False;OPEN;Paris;49;48;1;2017-12-04T12:56:50+01:00
42002;42002 - GARE (IVRY);VIS-A-VIS DU 17 RUE DE LA GARE - 94200 IVRY SUR SEINE;48.8149264672, 2.39200163582;True;False;OPEN;Paris;21;7;13;2017-12-04T12:57:10+01:00
