number;name;address;position;banking;bonus;status;contract_name;bike_stands;available_bike_stands;available_bikes;last_update
14013;14013 - LIART AMIRAL MOUCHEZ;1 RUE LIARD - 75014 PARIS;48.8212276633, 2.34210421456;True;False;CLOSED;Paris;14;0;0;2017-10-23T10:51:20+02:00
12109;12109 - CHAROLAIS;212 RUE DE CHARENTON - 75012 PARIS;48.8408694597, 2.38756433493;True;False;CLOSED;Paris;30;0;0;2017-10-23T10:52:30+02:00
13113;13113 - CHOISY VISTULE;2 RUE DE LA VISCULE - 75013 PARIS;48.8236339764, 2.36157153416;True;False;CLOSED;Paris;25;0;0;2017-10-23T10:57:48+02:00
15060;15060 - MONDRIAN;9 PLACE DE LA MONTAGNE DU GOULET - 75015 PARIS;48.8442928656, 2.2773458971;True;False;CLOSED;Paris;21;0;0;2017-10-23T11:22:15+02:00
9007;09007 - CONDORCET;34 RUE CONDORCET - 75009 PARIS;48.8798312251, 2.34539633899;True;False;CLOSED;Paris;20;0;0;2017-10-23T11:36:34+02:00
15004;15004 - VAUGIRARD PASTEUR;DEV 71 BOULEVARD DE VAUGIRARD - 75015 PARIS;48.8405958674, 2.3153630382;True;False;CLOSED;Paris;21;0;0;2017-10-23T12:34:25+02:00
1012;01012 - BOURSE DU COMMERCE;FACE 29 RUE JEAN JACQUES ROUSSEAU - 75001 PARIS;48.8629981668, 2.34155507783;True;False;CLOSED;Paris;22;0;0;2017-10-23T12:47:22+02:00
32003;32003 - METALLURGIE (SAINT DENIS);AVENUE DU PRESIDENT WILSON / RUE DE LA METALLURGIE - 93200 SAINT DENIS;48.9093300219, 2.35805056574;True;False;CLOSED;Paris;29;0;0;2017-10-23T13:28:33+02:00
15056;15056 - BALARD;13 PLACE BALARD - 75015 PARIS;48.8365372895, 2.27871769702;True;False;CLOSED;Paris;22;0;0;2017-10-23T13:32:29+02:00
17102;17102 - ALFRED ROLL;14 RUE ALFRED ROLL - 75017 PARIS;48.8878494938, 2.30003439798;True;False;CLOSED;Paris;33;0;0;2017-10-23T15:31:27+02:00
9017;09017 - TRUDAINE MARTYRS;01 RUE LALLIER - 75009 PARIS;48.881032149, 2.34077441212;True;False;CLOSED;Paris;29;0;0;2017-10-23T15:33:33+02:00
9039;09039 - CHAUSSEE D'ANTIN;22 rue de la Chaussée d'Antin - 75009 PARIS;48.87243, 2.33359;True;False;CLOSED;Paris;28;0;0;2017-10-23T15:35:37+02:00
32004;32004 - BAILLY (SAINT DENIS);AVENUE DU PRESIDENT WILSON/ RUE DE BAILLY - 93200 SAINT DENIS;48.9151986424, 2.35750068369;True;False;CLOSED;Paris;43;0;0;2017-10-23T16:03:17+02:00
42014;42014 - CACHIN (IVRY);PLACE MARCEL CACHIN - 94200 IVRY SUR SEINE;48.8141405375, 2.39090936807;True;False;CLOSED;Paris;51;0;0;2017-10-24T07:26:18+02:00
21305;21305 - MADAULE (ISSY LES MOULINEAUX);PLACE MADAULE - 92130 ISSY LES MOULINEAUX;48.8241259046, 2.26064598549;True;False;CLOSED;Paris;25;0;0;2017-10-24T08:45:03+02:00
13002;13002 - ARAGO - GLACIERE;53 BIS - 57 BD ARAGO - 75013 PARIS;48.8349314, 2.3447341;True;False;CLOSED;Paris;30;1;0;2017-10-24T08:49:06+02:00
11109;11109 - REPUBLIQUE PIERRE LEVEE;1 RUE DE LA PIERRE LEVEE - 75011 PARIS;48.8663313479, 2.37109744847;True;False;CLOSED;Paris;23;1;0;2017-10-24T08:57:59+02:00
19033;19033 - CAMBRAI;30 RUE DE CAMBRAI - 75019 PARIS;48.8959473685, 2.38113380225;True;False;CLOSED;Paris;44;0;0;2017-10-24T09:21:17+02:00
21205;21205 - JAURES 2 (MONTROUGE);face au 131 avenue Jean Jaurès 92120 Montrouge;48.8138629636, 2.30694360566;True;False;CLOSED;Paris;26;0;0;2017-10-24T11:02:24+02:00
21004;21004 - JAURES 2 (BOULOGNE-BILLANCOURT);55 BOULEVARD JEAN JAURES - 92100 BOULOGNE-BILLANCOURT;48.8400232565, 2.23981899697;True;False;CLOSED;Paris;31;0;0;2017-10-26T10:46:12+02:00
14016;14016 - REILLE MONTSOURIS;61 AVENUE RENE COTY - 75014 PARIS;48.8247671026, 2.3359996773;True;False;CLOSED;Paris;53;0;0;2017-10-26T11:36:59+02:00
8019;08019 - EUROPE;03 RUE DE NAPLES - 75008 PARIS;48.8799571638, 2.32135967628;True;False;OPEN;Paris;43;26;7;2017-10-26T13:50:30+02:00
10025;10025 - ECLUSES SAINT MARTIN;148 QUAI DE JEMMAPES - 75010 PARIS;48.8774203431, 2.36601144898;True;False;CLOSED;Paris;15;0;0;2017-10-27T14:29:32+02:00
11045;11045 - SAINT SEBASTIEN FROISSARD;12 BD DES FILLES DU CALVAIRE - 75011 PARIS;48.8612050519, 2.3673523288;True;False;OPEN;Paris;42;0;42;2017-10-29T10:45:52+01:00
6031;06031 - SAINT MICHEL SARRAZIN;5 RUE PIERRE SARAZIN - 75006 PARIS;48.8508336544, 2.34219822807;True;False;OPEN;Paris;34;34;0;2017-10-30T07:24:12+01:00
42016;42016 - CURIE (IVRY);1 BIS RUE PIERRE ET MARIE CURIE - 94200 IVRY;48.8158473928, 2.37694379547;True;False;OPEN;Paris;26;24;0;2017-10-30T07:34:14+01:00
16044;16044 - STADE FRANCAIS;24 AVENUE DE LA PORTE DE SAINT CLOUD - 75016 PARIS;48.8387133632, 2.25219106054;True;False;OPEN;Paris;32;0;0;2017-10-30T07:45:33+01:00
8049;08049 - DUNANT;42 AVENUE GEORGE V - 75008 PARIS;48.8704378054, 2.30083026142;True;False;OPEN;Paris;22;22;0;2017-10-30T07:50:25+01:00
8008;08008 - ROME SAINT LAZARE;1 RUE JOSEPH SANSBOEUF - 75008 PARIS;48.8753531745, 2.32288436575;True;False;OPEN;Paris;18;9;0;2017-10-30T07:54:21+01:00
20012;20012 - BUZENVAL VIGNOLES;90 RUE BUZENVAL - 75020 PARIS;48.8539232761, 2.40003874927;True;False;CLOSED;Paris;15;0;0;2017-10-30T08:07:02+01:00
11037;11037 - FAUBOURG DU TEMPLE PLACE DE LA REPUBLIQUE;2 RUE DU FAUBOURG DU TEMPLE - 75011 PARIS;48.868, 2.36498;True;False;OPEN;Paris;38;38;0;2017-10-30T08:12:03+01:00
15064;15064 - JAVEL;DEV 5 AVENUE EMILE ZOLA - 75015 PARIS;48.8462949183, 2.27841391259;True;False;OPEN;Paris;45;0;0;2017-10-30T08:09:15+01:00
20106;20106 - MAIRIE DU 20ÈME;44-46 AVENUE GAMBETTA - 75020 PARIS;48.865352242, 2.39894644808;True;True;OPEN;Paris;27;0;0;2017-10-30T08:08:44+01:00
5028;05028 - CENSIER BUFFON;6 RUE CENSIER - 75005 PARIS;48.841080022, 2.35543071424;True;False;OPEN;Paris;55;55;0;2017-10-30T08:10:32+01:00
20006;20006 - PYRÉNÉES - PLAINE;33 RUE DES PYRENEES - 75020 PARIS;48.8502852806, 2.40629610782;True;False;CLOSED;Paris;12;0;0;2017-10-30T08:18:25+01:00
42208;42208 - PARIS 4 (CHARENTON);178 RUE DE PARIS - 94220 CHARENTON;48.8294214717, 2.40164810556;True;False;CLOSED;Paris;23;0;0;2017-10-30T08:21:06+01:00
16022;16022 - RUE JEAN BOLOGNE;16 RUE JEAN BOLOGNE - 75016 PARIS;48.8575668898, 2.28002739531;True;False;CLOSED;Paris;17;0;0;2017-10-30T08:24:07+01:00
4013;04013 - FRANCS BOURGEOIS;50 RUE VIEILLE DU TEMPLE - 75004 PARIS;48.858510713, 2.35863357912;True;False;OPEN;Paris;27;27;0;2017-10-30T08:22:52+01:00
13021;13021 - BOUSSINGAULT - TOLBIAC;55 RUE BOUSSINGAULT - 75013 PARIS;48.8260351661, 2.342176808;True;False;OPEN;Paris;47;46;1;2017-10-30T08:31:20+01:00
8007;08007 - HAUSSMANN ROME;1 RUE DE ROME - 75008 PARIS;48.8742300556, 2.32557011172;True;False;OPEN;Paris;30;30;0;2017-10-30T08:31:25+01:00
35008;35008 - LOLIVE 2 (PANTIN);132 RUE JEAN LOLIVE - 93500 PANTIN;48.8927196663, 2.41252957147;True;False;OPEN;Paris;30;0;0;2017-10-30T08:31:46+01:00
31002;31002 - REPUBLIQUE (MONTREUIL);38 RUE DE LA REPUBLIQUE - 93100 MONTREUIL;48.8528141913, 2.41930708875;True;False;CLOSED;Paris;25;0;0;2017-10-30T08:36:36+01:00
19031;19031 - MANIN CRIMEE;8 RUE MANIN - 75019 PARIS;48.8830298393, 2.38634884002;True;False;CLOSED;Paris;23;0;0;2017-10-30T08:40:34+01:00
5018;05018 - MUTUALITE;20 RUE MONGE - 75005 PARIS;48.8483857647, 2.35016993902;True;False;OPEN;Paris;37;35;1;2017-10-30T08:38:30+01:00
7010;07010 - INVALIDES;FACE 3 RUE DE CONSTANTINE - 75007 PARIS;48.860769958, 2.3148382795;True;False;OPEN;Paris;65;44;0;2017-10-30T08:48:29+01:00
11030;11030 - SAINT MAUR OBERKAMPF;80 RUE OBERKAMPF - 75011 PARIS;48.8653079842, 2.37601991202;True;False;OPEN;Paris;22;0;0;2017-10-30T08:49:32+01:00
33009;33009 - FELIX (AUBERVILLIERS);120 BOULEVARD FELIX FAURE - 93300 AUBERVILLIERS;48.9078857573, 2.37883847406;True;False;CLOSED;Paris;33;0;0;2017-10-30T08:55:36+01:00
8003;08003 - GALILLE;63 RUE GALILEE - 75008 PARIS;48.8717051914, 2.29852826568;True;False;OPEN;Paris;17;15;0;2017-10-30T08:51:23+01:00
23004;23004 - COUTURIER 2 (LEVALLOIS);109 RUE  PAUL VAILLANT COUTURIER - 92300 LEVALLOIS;48.8981970226, 2.29384801797;True;False;CLOSED;Paris;35;0;0;2017-10-30T09:00:26+01:00
1009;01009 - PONT NEUF - 14;14 RUE DU PONT NEUF - 75001 PARIS;48.8602451945, 2.34433354527;True;False;OPEN;Paris;24;0;0;2017-10-30T09:09:52+01:00
1007;01007 - ETIENNE MARCEL;2 RUE DE TURBIGO - 75001 PARIS;48.8635670471, 2.34770202114;True;False;OPEN;Paris;16;0;0;2017-10-30T09:17:13+01:00
17021;17021 - WAGRAM (17EME ARR.);RUE JOUFFROY D'ABBANS - 75017 PARIS;48.8842894403, 2.30549744426;True;False;CLOSED;Paris;40;0;0;2017-10-30T09:15:20+01:00
1006;01006 - GRANDE TRUANDERIE;2-4 rue DE LA GRANDE TRUANDERIE 75001 PARIS;48.8626318042, 2.34973214483;True;False;OPEN;Paris;33;0;0;2017-10-30T09:14:59+01:00
6030;06030 - ASSAS-VAUGIRARD;24 RUE D'ASSAS 75006 PARIS;48.848468864, 2.32899674681;True;False;CLOSED;Paris;35;0;0;2017-10-30T09:20:05+01:00
18007;18007 - GOUTTE D' OR;65 RUE DE LA GOUTTE D'OR - 75018 PARIS;48.8851980094, 2.34994199169;True;False;CLOSED;Paris;18;0;0;2017-10-30T09:31:04+01:00
18101;18101 - CHAMPIONNET;32 RUE CHAMPIONNET - 75018 PARIS;48.8954703704, 2.34986545092;True;False;CLOSED;Paris;22;0;0;2017-10-30T09:31:49+01:00
10113;10113 - PARMENTIER LOUVEL-TESSIER;151 AVENUE PARMENTIER - 75010 PARIS;48.8713798743, 2.36989638367;True;False;OPEN;Paris;43;43;0;2017-10-30T09:39:35+01:00
17009;17009 - BODIN AVENUE DE CLICHY;2 RUE PAUL BODIN - 75017 PARIS;48.8926339214, 2.31731325811;True;False;CLOSED;Paris;33;0;0;2017-10-30T09:43:33+01:00
8013;08013 - MARIGNAN;24 RUE DE MARIGNAN - 75008 PARIS;48.8696161949, 2.3066208349;True;False;OPEN;Paris;33;24;0;2017-10-30T09:55:21+01:00
13038;13038 - CHOISY POINT D'IVRY;28 AVENUE DE CHOISY - 75013 PARIS;48.8219079688, 2.36333471061;True;False;OPEN;Paris;24;24;0;2017-10-30T10:20:45+01:00
15036;15036 - LAMBERT;102 RUE DE LA CROIX NIVERT - 75015 PARIS;48.8430763869, 2.2951414131;True;False;OPEN;Paris;47;0;0;2017-10-30T10:30:40+01:00
3101;03101 - PORTE SAINT MARTIN;62 RUE MESLAY - 75003 PARIS;48.868636405, 2.35559159278;True;False;OPEN;Paris;34;33;1;2017-10-30T10:35:18+01:00
8046;08046 - ALMA MARCEAU;2 Avenue MARCEAU - 75008 PARIS;48.8651944053, 2.30024954516;True;False;OPEN;Paris;30;30;0;2017-10-30T10:41:14+01:00
21021;21021 - PARADIS (BOULOGNE-BILLANCOURT);FACE AU 128 RUE DES ENFANTS DU PARADIS - 92100 BOULOGNE BILLANCOURT;48.8331749589, 2.2570058673;True;False;OPEN;Paris;40;40;0;2017-10-30T10:43:20+01:00
14025;14025 - JACQUIER;10 RUE JACQUIER - 75014 PARIS;48.8295704047, 2.31835302141;True;False;CLOSED;Paris;36;0;0;2017-10-30T10:43:12+01:00
8025;08025 - MIROMESNIL;39 RUE DE MIROMESNIL - 75008 PARIS;48.8737604721, 2.31587630835;True;False;OPEN;Paris;33;21;0;2017-10-30T10:43:35+01:00
8038;08038 - FRANCOIS 1 ER;22 RUE FRANCOIS 1ER - 75008 PARIS;48.86688765, 2.30667557572;True;False;OPEN;Paris;28;28;0;2017-10-30T10:46:50+01:00
7006;07006 - QUAI VOLTAIRE;QUAI VOLTAIRE - 75007 PARIS;48.8589429862, 2.33141820471;True;False;OPEN;Paris;32;31;0;2017-10-30T10:46:24+01:00
31701;31701 - BERTON (BAGNOLET);3 RUE RAOUL BERTON - 93170 BAGNOLET;48.868453299, 2.41781693474;True;True;CLOSED;Paris;28;0;0;2017-10-30T10:48:24+01:00
20040;20040 - PARC DE BELLEVILLE;57 & 36 RUE JULIEN LACROIX - 75020 PARIS;48.8703936716, 2.38422247271;True;False;CLOSED;Paris;26;0;0;2017-10-30T10:52:26+01:00
4009;04009 - VILLAGE SAINT PAUL;6 RUE SAINT PAUL - 75004 PARIS;48.8527259722, 2.36087834343;True;False;OPEN;Paris;28;28;0;2017-10-30T11:01:32+01:00
17037;17037 - BAYEN PEREIRE;40 RUE BAYEN - 75017 PARIS;48.8818307175, 2.29214066583;True;False;CLOSED;Paris;22;0;0;2017-10-30T11:13:25+01:00
5003;05003 - GAY LUSSAC LE GOFF;9 RUE LE GOFF - 75005 PARIS;48.8462392817, 2.34132491601;True;True;OPEN;Paris;35;33;0;2017-10-30T11:17:02+01:00
18109;18109 - RIQUET PAJOL;55 RUE PAJOL - 75018 PARIS;48.8895969709, 2.36285360426;True;False;CLOSED;Paris;46;0;0;2017-10-30T11:19:55+01:00
13103;13103 - SAINT MARCEL;89 BOULEVARD DE L'HOPITAL - 75013 PARIS;48.8377276875, 2.36046033648;True;False;OPEN;Paris;50;50;0;2017-10-30T11:28:05+01:00
14004;14004 - PORT ROYAL COCHIN;111 BD PORT ROYAL - 75014 PARIS;48.8384318255, 2.34079466687;True;False;OPEN;Paris;23;0;0;2017-10-30T11:50:12+01:00
3005;03005 - TURBIGO SAINTE ELISABETH;7 RUE SAINTE ELISABETH - 75003 PARIS;48.8661372246, 2.35966114363;True;False;OPEN;Paris;33;28;1;2017-10-30T12:06:05+01:00
1013;01013 - SAINT HONORE;186 RUE SAINT HONORE - 75001 PARIS;48.8624302348, 2.33852013115;True;False;OPEN;Paris;66;0;0;2017-10-30T12:52:18+01:00
6006;06006 - NOTRE DAME DES CHAMPS;41 RUE NOTRE DAME DES CHAMPS - 75006 PARIS;48.8447992886, 2.32933775589;True;False;OPEN;Paris;19;18;0;2017-10-30T12:56:12+01:00
2020;02020 - OPERA CASANOVA;02 RUE DANIEL CASANOVA - 75002 PARIS;48.8676230781, 2.3332685931;True;False;OPEN;Paris;20;20;0;2017-10-30T15:05:03+01:00
35004;35004 - ALLENDE (PANTIN);AVENUE DE LA GARE - 93500 PANTIN;48.8973289368, 2.40057659385;True;False;CLOSED;Paris;60;0;0;2017-10-30T15:57:31+01:00
12102;12102 - DIDEROT BERCY;224 RUE DE BERCY - 75012 PARIS;48.8461880015, 2.37040616152;True;False;OPEN;Paris;30;0;0;2017-10-31T03:51:17+01:00
21306;21306 - LAFAYETTE (ISSY LES MOULINEAUX);PLACE LAFAYETTE - 92130 ISSY LES MOULINEAUX;48.8297433877, 2.26381634155;True;False;CLOSED;Paris;62;0;0;2017-10-31T08:24:16+01:00
42505;42505 - FREROT (GENTILLY);37 RUE CHARLES FREROT - 94250 GENTILLY;48.815768792, 2.35047619893;True;False;CLOSED;Paris;30;0;0;2017-10-31T09:22:20+01:00
35013;35013 - TELL (PANTIN);1 RUE GUILLAUME TELL / FACE AU 64 BENJAMIN DELESSERT- 93500 PANTIN;48.88948842, 2.41984896873;True;True;CLOSED;Paris;24;0;0;2017-10-31T09:43:05+01:00
18029;18029 - POTEAU;1 RUE EMILE BLEMONT - 75018 PARIS;48.8945309045, 2.34154133909;True;False;CLOSED;Paris;38;0;0;2017-10-31T09:52:55+01:00
18039;18039 - EOLE;41 RUE D'AUBERVILLIERS - 75018 PARIS;48.8870212034, 2.36688624824;True;False;OPEN;Paris;20;0;0;2017-10-31T10:06:39+01:00
19029;19029 - SEINE FLANDRE;51 QUAI DE LA SEINE - 75019 PARIS;48.8867988118, 2.3747195168;True;False;OPEN;Paris;18;0;0;2017-10-31T10:35:03+01:00
4012;04012 - ECOUFFES RIVOLI;2 RUE TIRON - 75004 PARIS;48.8557966374, 2.35790788214;True;False;CLOSED;Paris;28;1;0;2017-11-02T07:58:37+01:00
31001;31001 - LAGNY (MONTREUIL);96 RUE DE LAGNY - 93100 MONTREUIL;48.8492303009, 2.42142994001;True;False;CLOSED;Paris;27;0;0;2017-11-03T10:56:04+01:00
1020;01020 - RIVOLI CONCORDE;2 RUE CAMBON - 75001 PARIS;48.8662852212, 2.32524904508;True;False;CLOSED;Paris;40;0;0;2017-11-03T12:31:27+01:00
9031;09031 - PROVENCE;69 RUE DE PROVENCE - 75009 PARIS;48.8742844754, 2.33297651156;True;False;CLOSED;Paris;25;0;0;2017-11-03T14:41:15+01:00
14007;14007 - SAINT JACQUES FERRUS;1 RUE FERRUS - 75014 PARIS;48.83136668, 2.34081188215;True;False;OPEN;Paris;34;0;0;2017-11-06T07:40:44+01:00
5029;05029 - PORT ROYAL;FACE 41 AVENUE GEORGES BERNANOS - 75005 PARIS;48.8401089567, 2.33729688974;True;False;CLOSED;Paris;30;0;0;2017-11-06T08:00:43+01:00
12033;12033 - SAINT EMILION;FACE 28 RUE FRANCOIS TRUFFAUT - 75012 PARIS;48.8335083325, 2.3861331687;True;False;CLOSED;Paris;66;0;0;2017-11-06T07:59:28+01:00
13104;13104 - GARE D'AUSTERLITZ;FACE 109 QUAI D'AUSTERLITZ - 75013 PARIS;48.8437904773, 2.36558566558;True;False;CLOSED;Paris;27;0;0;2017-11-06T07:59:28+01:00
42704;42704 - ROSSEL (LE KREMLIN BICETRE);RUE ROSSEL / AVENUE DE LA CONVENTION - 94270 LE KREMLIN BICETRE;48.8120128143, 2.35697189329;True;True;CLOSED;Paris;25;0;0;2017-11-06T08:02:03+01:00
6026;06026 - SAINT PLACIDE CHERCHE MIDI;28 RUE SAINT PLACIDE - 75006 PARIS;48.8491399032, 2.32517538941;True;False;CLOSED;Paris;66;0;0;2017-11-06T08:12:32+01:00
8104;08104 - FRIEDLAND CHATEAUBRIAND;27/31 RUE DE CHATEAUBRIAND - 75008 PARIS;48.8740144756, 2.29991625787;True;True;CLOSED;Paris;31;0;0;2017-11-06T08:12:34+01:00
21303;21303 - ILES (ISSY LES MOULINEAUX);ANGLE AVENUE JEAN MONNET ET BOULEVARD DES ILES -  92130 ISSY LES MOULINEAUX;48.823450547, 2.24966529829;True;False;CLOSED;Paris;31;0;0;2017-11-06T08:18:21+01:00
43004;43004 - MONTREUIL (VINCENNES);43 RUE DE MONTREUIL - 94300 VINCENNES;48.8504183668, 2.43451378622;True;False;CLOSED;Paris;25;0;0;2017-11-06T08:20:12+01:00
35001;35001 - JAURES 1 (PANTIN);168 AVENUE JEAN JAURES - 93500 PANTIN;48.9101370951, 2.39932563331;True;False;CLOSED;Paris;26;0;1;2017-11-06T08:23:27+01:00
5033;05033 - SAINT SEVERIN;42 RUE SAINT SEVERIN - 75005 PARIS;48.8527056477, 2.34413776325;True;False;CLOSED;Paris;30;0;0;2017-11-06T08:22:17+01:00
8031;08031 - ROND POINT DES CHAMPS ELYSEES;2 RUE JEAN MERMOZ - 75008 PARIS;48.869708848, 2.31071465537;True;False;CLOSED;Paris;33;0;0;2017-11-06T08:29:51+01:00
4019;04019 - BEAUBOURG SAINT MERRY;4 RUE DU CLOITRE SAINT MERRI - 75004 PARIS;48.8588289882, 2.35189147062;True;False;CLOSED;Paris;32;0;0;2017-11-06T08:32:56+01:00
11027;11027 - SAINT AMBROISE PARMENTIER;17 RUE SAINT AMBROISE - 75011 PARIS;48.8621350385, 2.37722985857;True;False;CLOSED;Paris;38;0;0;2017-11-06T08:41:15+01:00
5030;05030 - SORBONNE;5 RUE DE LA SORBONNE - 75005 PARIS;48.8497703706, 2.34357357573;True;False;CLOSED;Paris;50;0;0;2017-11-06T08:41:18+01:00
17040;17040 - TERNES PEREIRE;227 BOULEVARD PEREIRE SUR TPC - 75017 PARIS;48.8798132183, 2.28795645234;True;False;CLOSED;Paris;46;0;0;2017-11-06T08:42:29+01:00
10032;10032 - DODU;N° 12-14 RUE CLAUDE VELLEFAUX- 75010 PARIS;48.872859139, 2.37007170699;True;False;CLOSED;Paris;32;0;0;2017-11-06T08:47:32+01:00
17013;17013 - LEGENDRE;62 RUE LEGENDRE - 75017 PARIS;48.8854377309, 2.31647383591;True;False;CLOSED;Paris;22;0;0;2017-11-06T08:54:10+01:00
7016;07016 - TOUR MAUBOURG UNIVERSITE;13 RUE SURCOUF - 75007 PARIS;48.8612730163, 2.30945355091;True;False;CLOSED;Paris;58;0;0;2017-11-06T08:53:42+01:00
19117;19117 - EURYALE DEHAYNIN;22 RUE EURYALE DEHAYNIN - 75019 PARIS;48.8863000511, 2.37738886313;True;False;CLOSED;Paris;30;0;0;2017-11-06T08:56:19+01:00
16018;16018 - FLANDRIN;2 BOULEVARD FLANDRIN - 75016 PARIS;48.8644114095, 2.27244864765;True;False;CLOSED;Paris;17;0;0;2017-11-06T09:02:06+01:00
18037;18037 - AMIRAUX;48 RUE BOINOD - 75018 PARIS;48.8945417158, 2.35229546678;True;False;CLOSED;Paris;20;0;0;2017-11-06T09:06:04+01:00
10019;10019 - PARADIS;23 RUE PARADIS - 75010 PARIS;48.8750340562, 2.35218489483;True;False;CLOSED;Paris;31;0;0;2017-11-06T09:05:15+01:00
18041;18041 - MARTYRS 2;FACE 112 BOULEVARD DE ROCHECHOUART - 75018 PARIS;48.882194204, 2.34065184962;True;True;CLOSED;Paris;20;0;0;2017-11-06T09:03:28+01:00
2015;02015 - OPERA - CAPUCINES;25 RUE LOUIS LE GRAND - 75002 PARIS;48.8705089372, 2.33405446194;True;False;CLOSED;Paris;31;0;0;2017-11-06T09:13:23+01:00
17006;17006 - GUY MOQUET DAVY;34 RUE GUY MOQUET - 75017 PARIS;48.8920640862, 2.32329134121;True;False;CLOSED;Paris;37;0;0;2017-11-06T09:19:30+01:00
11033;11033 - BREGUET SABIN;FACE 23 BD RICHARD LENOIR - 75011 PARIS;48.8568704678, 2.37055463986;True;False;CLOSED;Paris;33;0;0;2017-11-06T09:14:47+01:00
10161;10161 - GARE DE L'EST;FACE 129 RUE DU FBG SAINT MARTIN - 75010 PARIS;48.8756701125, 2.35950993759;True;False;CLOSED;Paris;34;0;0;2017-11-06T09:23:18+01:00
32602;32602 - POULMARCH (LES LILAS);7 RUE JEAN POULMARCH - 93260 LES LILAS;48.8794000532, 2.41616066183;True;True;CLOSED;Paris;27;0;0;2017-11-06T09:40:33+01:00
6005;06005 - MONTPARNASSE;40 RUE DU MONTPARNASSE - 75006 PARIS;48.843295457, 2.32654113413;True;False;CLOSED;Paris;47;0;0;2017-11-06T09:54:25+01:00
5026;05026 - MOUFFETARD SAINT MEDARD;3 RUE PASCAL - 75005 PARIS;48.8389938245, 2.34993205296;True;False;CLOSED;Paris;49;0;0;2017-11-06T10:00:48+01:00
18043;18043 - BLANCHE;55 BOULEVARD DE CLICHY - 75018 PARIS;48.8835647449, 2.33341862941;True;True;CLOSED;Paris;20;0;0;2017-11-06T10:03:24+01:00
14014;14014 - STADE CHARLETY;5 BOULEVARD JOURDAN - 75014 PARIS;48.8194013049, 2.34337661053;True;False;CLOSED;Paris;60;0;0;2017-11-06T10:07:52+01:00
41103;41103 - BRIAND (ARCUEIL);AVENUE ARISTIDE BRIAND (CARREFOUR VACHE NOIRE) - 94110 ARCUEIL;48.8104231701, 2.32696976462;True;False;CLOSED;Paris;25;0;0;2017-11-06T10:11:24+01:00
20016;20016 - PYRENEES VITRUVE;114 BIS RUE DES PYRENEES - 75020 PARIS;48.8571294004, 2.40442562518;True;False;CLOSED;Paris;19;0;0;2017-11-06T10:14:20+01:00
3002;03002 - SAINT GILLES;26 RUE SAINT GILLES - 75003 PARIS;48.8581589568, 2.3647149921;True;False;CLOSED;Paris;18;0;1;2017-11-06T10:30:29+01:00
18004;18004 - ABBESSES;2 RUE DE LA VIEUVILLE - 75018 PARIS;48.8844823927, 2.33881229703;True;True;CLOSED;Paris;13;0;0;2017-11-06T10:37:09+01:00
17039;17039 - PLACE SAINT FERDINAND;26 RUE SAINT FERDINAND - 75017 PARIS;48.8781552979, 2.28851804786;True;False;CLOSED;Paris;38;0;0;2017-11-06T10:40:27+01:00
42205;42205 - PARIS 1 (CHARENTON);89 RUE DE PARIS - 94220 CHARENTON;48.8221431258, 2.41260278647;True;False;CLOSED;Paris;22;0;0;2017-11-06T10:49:29+01:00
18012;18012 - DOUDEAUVILLE STEPHENSON;51 RUE STEPHENSON - 75018 PARIS;48.8888648961, 2.35596672142;True;False;CLOSED;Paris;36;0;0;2017-11-06T10:48:14+01:00
18010;18010 - MARX DORMOY - RIQUET;100 RUE RIQUET - 75018 PARIS;48.89026411, 2.36029911;True;False;CLOSED;Paris;29;0;0;2017-11-06T11:03:16+01:00
13053;13053 - CHEVALERET TOLBIAC;56 RUE CHEVALERET - 75013 PARIS;48.8294101346, 2.37593455801;True;False;CLOSED;Paris;21;0;0;2017-11-06T11:09:33+01:00
14032;14032 - MOUTON DUVERNET - MAIRIE DU 14EME;26 RUE MOUTON DUVERNET - 75014 PARIS;48.8325012787, 2.32540116669;True;False;CLOSED;Paris;31;0;0;2017-11-06T11:18:54+01:00
17007;17007 - NAVIER;FACE 57 RUE NAVIER - 75017 PARIS;48.8959141175, 2.32272736705;True;False;CLOSED;Paris;34;0;0;2017-11-06T11:26:51+01:00
18105;18105 - BELIARD POISSONNIERS;157 BIS-159 RUE DES POISSONNIERS - 75018 PARIS;48.8974067879, 2.35252665936;True;False;CLOSED;Paris;32;0;0;2017-11-06T11:29:07+01:00
42707;42707 - OKABE (LE KREMLIN-BICETRE);51 avenue de Fontainebleau - 94270 Le Kremlin-Bicetre;48.8123678294, 2.36180984825;True;False;CLOSED;Paris;25;0;0;2017-11-06T11:36:08+01:00
18023;18023 - POISSONNIERS ORDENER;57 RUE ORDENER - 75018 PARIS;48.8912138908, 2.35128866622;True;False;CLOSED;Paris;34;0;0;2017-11-06T11:41:36+01:00
8001;08001 - PETIT PALAIS;AV. DUTUIT - 75008 PARIS;48.8668438033, 2.31577971341;True;False;CLOSED;Paris;41;0;0;2017-11-06T11:44:22+01:00
17041;17041 - PORTE DE VILLIERS;51 RUE GUERSANT - 75017 PARIS;48.8828777518, 2.28766737081;True;False;CLOSED;Paris;39;0;0;2017-11-06T11:55:17+01:00
